,,"VW/AUDI, ZF S671 090 252/3/5   ZF 6HP19",,
,,ZF LIFGUARD FLUID 8HP    JAGUARD 02JDE26444      FIAT 9.55550AV5,,
,ATF 3+,6HP19A - MPL       6HP19X - for Audi Q7     6HP28AF    ,VL250170,1000
,VICONOL-  Lifeguard Fluid Z8 ,"8HP45, 8HP55A, 8HP70, 8HP90, 8HP90A       ATF L 12108",VL250171,200
,76.185-V,Audi (G060162 A1 / A2 /A6 ATF)        BMW (8322 2152426),VL250172,50
,,CHRYSLER 68157995AA       LAND ROVER LR023288/89,VL250173,20
,,BMW ATF 3+ 83 22 2 305 397 (bis 02.2013 83 22 2 152 426),VL250174,1
,,"Audi / VW ATF G 060162 A1 , G 060162 A2, G 060162 A6",,
,,ZF LIFGUARD FLUID 9HP   ,,
,VICONOL-  Lifeguard Fluid Z9,BMW ATF 3+ (83 22 2 289 720),VL250180,1000
,56.185-A,"Honda ATF-Tipo 3.1 (08263-999-01HE (UE), 08200-9017",VL250181,200
,,"ZF 9HP 48QXR,  ZF 9HP48QXO,  ZF 9HP48QX,   ZF 9HP48Q,  ZFHP50 ",VL250182,50
,,"Para LF Z8(ZF 8HP65APH,  ZF 8P75PH,  ZF 8HP75XPH)",VL250183,20
,,"Honda o Acura, Chrysler , Fiat , Opel ",VL250184,1
,," Jeep , Dodge , Land Rover y Jaguar",,
,,,,
,,CHF - LHM,REFERENCIA,FORMATO
,,,,
,Sistema Hidraulico Central,FORD WSS-M2C204-A     CHRYSLER MS-11655B     MAN M 3289,VL250045,1000
,Fluido Direccion Asistida,MB 345.0    PSA S71 2710    ZF TE-ML 02K (ZF004744),VL250046,200
,VICONOL-  CHF,VW TL 52 146 (G 002 000)   BMW 81 22 9 407 758,VL250047,50
,19 320-V,BMW 82 11 1 468 041   BMW 83 29 0 429 576   OPEL B 040 0070,VL250048,20
,,IVECO 18-1807 CLASSE APU     PORSCHE 000 043 203 33,VL250049,1
,,SAAB 3032 380     VOLVO 1161529    FENDT X 902 011 622,,
,,,VL200195,1000
,VICONOL-  LHM,  ISO 7308     ,VL200196,200
,18 170-V,  UNE 26-090-88,VL200197,50
,,,VL200198,20
,,,VL200199,1
,,,,
,,,,
,GAMA MOTO,,,
,,MOTORES 4 TIEMPOS,REFERENCIA,FORMATO
,,,,
,,,VL230061,1000
,VICONOL-  10W60   ,API SN ,VL230062,200
,MOTOSINT - 4T,JASO T 903:2011 MA2,VL230063,50
,,,VL230064,20
,,,VL230065,1
,,,,
,,,VL230004,1000
,,,VL230005,200
,VICONOL-  15W50   ,API SN ,VL230006,50
,MOTOSINT - 4T,JASO T 903:2011 MA2,VL230007,20
,,,VL230008,1
,,,,
,,,VL230009,1000
,,,VL230010,200
,VICONOL-  10W40 ,API SN ,VL230011,50
, MOTOSINT - 4T,JASO T 903:2011 MA2,VL230012,20
,,,VL230013,1
,,,,
,,,VL230014,1000
,VICONOL-  10W30 ,API SN ,VL230015,200
, MOTOSINT - 4T,JASO T 903:2011 MA2,VL230016,50
,,,VL230017,20
,,,,
,,,VL230053,1000
,VICONOL-  5W30   ,API SN ,VL230054,200
,MOTOSINT - 4T,JASO T 903:2011 MA2,VL230055,50
,,,VL230056,20
,,,,
,,,VL230019,1000
,VICONOL-  5W40   ,API SN ,VL230020,200
,MOTOSINT - 4T,JASO T 903:2011 MA2,VL230021,50
,,,VL230022,20
,,,,
,,,VL230057,1000
,VICONOL-  0W30   ,API SN ,VL230058,200
,MOTOSINT - 4T,JASO T 903:2011 MA2,VL230059,50
,,,VL230060,20
,,,,
,,,VL230000,1000
,VICONOL-  20W50  ,API SN ,VL230001,200
, MOTOMIN - 4T,JASO T 903:2011 MA2,VL230002,50
,,,VL230003,20
,,,,
,,,,
,,ESPECIFICO HORQUILLAS,REFERENCIA,FORMATO
,,,VL230043,1000
,VICONOL-  SAE 5W  ,DIN 51524 Parte 2,VL230044,200
, HORQUIM,Fluido especifico para Horquillas de moto,VL230045,50
,,,VL230046,20
,,,,
,,,VL230047,1000
,VICONOL-  SAE 10W   ,DIN 51524 Parte 2,VL230048,200
, HORQUIM,Fluido especifico para Horquillas de moto,VL230049,50
,,,VL230050,20
,,,VL230051,1
,,,,
,,MOTORES 2 TIEMPOS,REFERENCIA,FORMATO
,,,VL230033,1000
,VICONOL- MOTOSINT - 2T,API TC,VL230034,200
,SINTETICO,JASO M345 FD ,VL230035,50
,,Aprilia DFI ,VL230036,20
,,,VL230037,5
,,,VL230038,1
,,ISO-L-EGD       TISI,VL230052,"0,125"
,,,,
,,,VL230023,1000
,VICONOL -  MOTOSINT  2T  -  PAOTER,JASO M345 FD - ISO/L/EGD,VL230024,200
,100% SINTETICO,API: TC - TISI,VL230025,50
,,,VL230026,20
,,,VL230027,1
,,,,
,,,VL230039,1000
,VICONOL-  MOTOMIN - 2T,JASO M345 FB - API: TC,VL230040,200
,MINERAL,,VL230041,50
,,,VL230042,20
,,,,
,GAMA NAUTICA,,,
,,MEZCLA EN MOTORES DE MOTOS DE 4T Y 2T - FUERA BORDA,REFERENCIA,FORMATO
,,,VL240004,1000
,VICONOL  MARSINT  4T  ,NMMA  FC - W       FC-729793Y (CAT),VL240005,200
, OUTBOARD  10W30,API: SN,VL240006,50
,,,VL240007,20
,,,,
,,,VL240050,1000
,VICONOL  MARSINT  4T  ,NMMA  FC - W       FC-729793Y (CAT),VL240051,200
, OUTBOARD  10W40,API: SN,VL240052,50
,NEW,,VL240053,20
,,,,
,,,,
,VICONOL-  MARSINT  2T,NMMA TC-W3,VL240001,200
, W3 ,,VL240002,50
,,,VL240003,20
,,,VL240010,1
,,,,
,VICONOL  MARSINT  4T  ,,VL240055,1000
, 10W40,JASO  MA2,VL240056,200
, JET SKI - VNM  10W40,API: SP,VL240057,50
,Vehiculo Nautico a Motor,,VL240058,20
,NEW,,,
,,,,
,,,,
,,,,
,VICONOL  MARMIN-150  4T  ,API CI-4 / CH-4 / SL,VL240011,1000
,MARINO  15W40,ACEA E7/E5              MTU Type 2,VL240012,200
,150  TBN,Caterpillar ECF-1-a y ECF-2,VL240013,50
,,,VL240014,20
,,,,
,VICONOL  MARMIN-150  4T  ,API CI-4 / CH-4 / SL,VL240015,1000
,MARINO  40,ACEA E7/E5              MTU Type 2,VL240016,200
,150  TBN,Caterpillar ECF-1-a y ECF-2,VL240017,50
,,,VL240018,20
,,,,
,VICONOL  MARMIN-250  4T  ,API CI-4 / CH-4 / SL,VL240019,1000
,MARINO  15W40,ACEA E7/E5              MTU Type 2,VL240020,200
,250  TBN,Caterpillar ECF-1-a y ECF-2,VL240021,50
,,,VL240022,20
,,,,
,VICONOL  MARMIN-250  4T  ,API CI-4 / CH-4 / SL,VL240023,1000
,MARINO  40,ACEA E7/E5              MTU Type 2,VL240024,200
,250  TBN,Caterpillar ECF-1-a y ECF-2,VL240025,50
,,,VL240026,20
,,,,
,,,,
,GRASAS   ,,,
,,GAMA GRASA,REFERENCIA,FORMATO
,,GRASA CALCICA DE EXTREMA PRESION,VL9100180,180
,VICONOL-  GRATECH   CALCIUM  ,DIN 51825 K 2G-20,VL9100045,45
,GRASA CALCICA,RESISTENDE AL AGUA,VL9100018,18
,NLGI-2,Temperatura de trabajo -15ºC.a 110ºC,VL9100005,5
,      COLOR= MARRON,,VL9100004,"0,4"
,,GRASA MULTIPURPOSE,,
,VICONOL-  GRATECH LITIUM 2,DIN 51825 KP 2K-20,VL9200180,180
,GRASA   LITICA  EP.,EXTREMA PRESION,VL9200045,45
,NLGI-2,Temperatura de trabajo -20ºC.a 125ºC,VL9200018,18
,  COLOR= VERDE,,VL9200005,5
,,,VL9200004,"0,400"
,,,,
,VICONOL-  GRATECH LITIUM 00,GRASA DE LITIO PARA SISTEMAS DE ENGRASE CENTRALIZADOS,VL9300045,45
,GRASA DE LITIO PARA SISTEMAS ,DIN 51502 GP 00G-20,VL9300018,18
, CENTRALIZADOS,ENGRASE CENTRALIZADOS,VL9300005,5
,NLGI-00,Temperatura de trabajo -20ºC.a 120ºC,,
,  COLOR= VERDE,,,
,,GRASA COMPLEJA  DE  LITIO  E.P.-  AZUL ADHERENTE,VL9400180,180
,VICONOL-  GRATECH COMPLEX  LITIUM,DIN 51825 KP 2N-20,VL9400045,45
,GRASA COMPLEJA  DE  LITIO,Caterpillar MPGL,VL9400018,18
,NLGI-2,Temperatura de trabajo -25ºC.a 165ºC,VL9400005,5
,  COLOR= AZUL,,VL9400004,"0,4"
,,,,
,,,,
,VICONOL-  GRATECH  ,"GRASA EXTREMA PRESION NEGRA, Molibdeno y Grafito",VL9500180,180
,MOLIB-GRAF,DIN 51825 KPF 2K-20,VL9500045,45
,DISULFURO DE MOLIBDENO,Buena resistencia al agua,VL9500018,18
,CON GRAFITO,Muy buena resistencia a las cargas de choque,VL9500005,5
,NLGI-2,Temperatura de trabajo -20ºC.a 170ºC,VL9500004,"0,400"
,  COLOR= NEGRO,,,
,VICONOL-  GRATECH ,GRASA COMPLEJA DE SULFONATO DE CALCIO  ,VL9600180,180
,COMPLEX  CALCIUM  ,Excelente resistencia al agua,VL9600045,45
,GRASA COMPLEJA DE,DIN 51825 KP 2N-10,VL9600018,18
, SULFONATO DE CALCIO,Temperatura de trabajo -30ºC.a 150ºC,VL9600005,5
,NLGI-2       COLOR= AZUL,,VL9600004,"0,400"
,,,,
,   VICONOL- GRATECH MARINE,GRASA EXTREMA PRESION  ESPECIAL  MARINA,VL9700018,18
,Grasa Especial Marina E.P.,DIN 51825 KP 2N-10,VL9700005,5
,NLGI-2,Temperatura de trabajo -15ºC.a 110ºC,,
,   COLOR= AZUL,,,
,   VICONOL- CUGRAS,GRASA EXTREMA PRESION  -  ANTIGRIPANTE,VL9800045,45
,ALTAS TEMPERATURAS,DIN 51825 KP 2N-10,VL9800018,18
,Grasa de Cobre,Temperatura de trabajo -35ºC.a 1110ºC,VL9800005,5
,NLGI-2       COLOR= COBRE,,VL9800004,"0,4"
,,,,
,,GAMA ATOXICA - MEDICINAL,REFERENCIA,FORMATO
,,ATOXICA - MEDICINAL            Categoría Code H1  -   NSF,,
,  VICONOL- GRASA MEDICINAL / ATOXICA,DIN 51825 K 2G-20,VL9910045,45
,GRASA MEDICINAL / BLANCA ATOXICA,ISO 6743/9             ISO-L-XBBIA-2,VL9910018,18
,ALUMINIO,,VL9910005,5
,,,,
,,,VL9920045,45
,VICONOL- GRATECH ALTEMP-10,GRASA  ESPECIAL PARA ALTAS TEMPERATURAS  E.P.,VL9920018,18
,ALTAS TEMPERATURAS,,VL9920005,5
,Poliurea Sintetica,,,
,NLGI-2,,,
,,,VL9930045,45
,VICONOL- GRATECH BAIXTEMP-16,GRASA  ESPECIAL PARA BAJAS TEMPERATURAS  E.P.,VL9930018,18
,BAJAS TEMPERATURAS,,VL9930005,5
,SINTETICA,,,
,NLGI-2,,,
,,,VL9940045,45
,VICONOL- GRATECH ALTREVOL-14,GRASA  ESPECIAL PARA ALTAS REVOLUCIONES  E.P.,VL9940018,18
,ALTAS  REVOLUCIONES,,VL9940005,5
,NLGI-2,,,
,,,,
,,,,
,,,VL9950045,45
,VICONOL -   GRASA MULTIUSOS ,,VL9950018,18
,TRATAMIENTO ANTIFRICCION,(Cajas de 12 unidades x 400 ml),VL9950005,5
,ALTO RENDIMIENTO,,VL9950004,"0,4"
